"date","Measure","Value","sex"
2001-05-01,"Employment 16-24 (%)",59.1,"M"
2001-06-01,"Employment 16-24 (%)",59,"M"
2001-07-01,"Employment 16-24 (%)",59.7,"M"
2001-08-01,"Employment 16-24 (%)",57.9,"M"
2001-09-01,"Employment 16-24 (%)",60,"M"
2001-10-01,"Employment 16-24 (%)",58.2,"M"
2001-11-01,"Employment 16-24 (%)",57.7,"M"
2001-12-01,"Employment 16-24 (%)",57.3,"M"
2002-01-01,"Employment 16-24 (%)",56.9,"M"
2002-02-01,"Employment 16-24 (%)",57,"M"
2002-03-01,"Employment 16-24 (%)",56.9,"M"
2002-04-01,"Employment 16-24 (%)",57.1,"M"
2002-05-01,"Employment 16-24 (%)",58,"M"
2002-06-01,"Employment 16-24 (%)",57.3,"M"
2002-07-01,"Employment 16-24 (%)",57.2,"M"
2002-08-01,"Employment 16-24 (%)",56.6,"M"
2002-09-01,"Employment 16-24 (%)",57.5,"M"
2002-10-01,"Employment 16-24 (%)",57.1,"M"
2002-11-01,"Employment 16-24 (%)",56.9,"M"
2002-12-01,"Employment 16-24 (%)",56.7,"M"
2003-01-01,"Employment 16-24 (%)",56.7,"M"
2003-02-01,"Employment 16-24 (%)",56.6,"M"
2003-03-01,"Employment 16-24 (%)",55.4,"M"
2003-04-01,"Employment 16-24 (%)",55.4,"M"
2003-05-01,"Employment 16-24 (%)",55.2,"M"
2003-06-01,"Employment 16-24 (%)",55.2,"M"
2003-07-01,"Employment 16-24 (%)",54.4,"M"
2003-08-01,"Employment 16-24 (%)",54.7,"M"
2003-09-01,"Employment 16-24 (%)",55,"M"
2003-10-01,"Employment 16-24 (%)",55,"M"
2003-11-01,"Employment 16-24 (%)",55.2,"M"
2003-12-01,"Employment 16-24 (%)",55.3,"M"
2004-01-01,"Employment 16-24 (%)",56.2,"M"
2004-02-01,"Employment 16-24 (%)",55.5,"M"
2004-03-01,"Employment 16-24 (%)",54.9,"M"
2004-04-01,"Employment 16-24 (%)",55.7,"M"
2004-05-01,"Employment 16-24 (%)",54.8,"M"
2004-06-01,"Employment 16-24 (%)",55.3,"M"
2004-07-01,"Employment 16-24 (%)",56,"M"
2004-08-01,"Employment 16-24 (%)",55.8,"M"
2004-09-01,"Employment 16-24 (%)",54.8,"M"
2004-10-01,"Employment 16-24 (%)",55.8,"M"
2004-11-01,"Employment 16-24 (%)",56.2,"M"
2004-12-01,"Employment 16-24 (%)",55.6,"M"
2005-01-01,"Employment 16-24 (%)",54.9,"M"
2005-02-01,"Employment 16-24 (%)",54.3,"M"
2005-03-01,"Employment 16-24 (%)",54.8,"M"
2005-04-01,"Employment 16-24 (%)",54.7,"M"
2005-05-01,"Employment 16-24 (%)",55,"M"
2005-06-01,"Employment 16-24 (%)",55.5,"M"
2005-07-01,"Employment 16-24 (%)",55.5,"M"
2005-08-01,"Employment 16-24 (%)",55,"M"
2005-09-01,"Employment 16-24 (%)",54.8,"M"
2005-10-01,"Employment 16-24 (%)",55.1,"M"
2005-11-01,"Employment 16-24 (%)",55.7,"M"
2005-12-01,"Employment 16-24 (%)",56.2,"M"
2006-01-01,"Employment 16-24 (%)",55.9,"M"
2006-02-01,"Employment 16-24 (%)",56.4,"M"
2006-03-01,"Employment 16-24 (%)",56.4,"M"
2006-04-01,"Employment 16-24 (%)",55.9,"M"
2006-05-01,"Employment 16-24 (%)",56.3,"M"
2006-06-01,"Employment 16-24 (%)",56.2,"M"
2006-07-01,"Employment 16-24 (%)",55.6,"M"
2006-08-01,"Employment 16-24 (%)",56.4,"M"
2006-09-01,"Employment 16-24 (%)",56.1,"M"
2006-10-01,"Employment 16-24 (%)",56.3,"M"
2006-11-01,"Employment 16-24 (%)",56.3,"M"
2006-12-01,"Employment 16-24 (%)",56.7,"M"
2007-01-01,"Employment 16-24 (%)",56.2,"M"
2007-02-01,"Employment 16-24 (%)",55.7,"M"
2007-03-01,"Employment 16-24 (%)",55.6,"M"
2007-04-01,"Employment 16-24 (%)",54.8,"M"
2007-05-01,"Employment 16-24 (%)",54.4,"M"
2007-06-01,"Employment 16-24 (%)",54.4,"M"
2007-07-01,"Employment 16-24 (%)",54.1,"M"
2007-08-01,"Employment 16-24 (%)",53.1,"M"
2007-09-01,"Employment 16-24 (%)",53.5,"M"
2007-10-01,"Employment 16-24 (%)",54.3,"M"
2007-11-01,"Employment 16-24 (%)",54.3,"M"
2007-12-01,"Employment 16-24 (%)",53.2,"M"
2008-01-01,"Employment 16-24 (%)",53.8,"M"
2008-02-01,"Employment 16-24 (%)",53,"M"
2008-03-01,"Employment 16-24 (%)",53.3,"M"
2008-04-01,"Employment 16-24 (%)",53.6,"M"
2008-05-01,"Employment 16-24 (%)",53.7,"M"
2008-06-01,"Employment 16-24 (%)",52.6,"M"
2008-07-01,"Employment 16-24 (%)",51.9,"M"
2008-08-01,"Employment 16-24 (%)",52.1,"M"
2008-09-01,"Employment 16-24 (%)",52.1,"M"
2008-10-01,"Employment 16-24 (%)",51.1,"M"
2008-11-01,"Employment 16-24 (%)",50.3,"M"
2008-12-01,"Employment 16-24 (%)",49.9,"M"
2009-01-01,"Employment 16-24 (%)",48.8,"M"
2009-02-01,"Employment 16-24 (%)",48.9,"M"
2009-03-01,"Employment 16-24 (%)",47.7,"M"
2009-04-01,"Employment 16-24 (%)",48.2,"M"
2009-05-01,"Employment 16-24 (%)",47.4,"M"
2009-06-01,"Employment 16-24 (%)",47.2,"M"
2009-07-01,"Employment 16-24 (%)",46.9,"M"
2009-08-01,"Employment 16-24 (%)",46.4,"M"
2009-09-01,"Employment 16-24 (%)",45.7,"M"
2009-10-01,"Employment 16-24 (%)",44.7,"M"
2009-11-01,"Employment 16-24 (%)",44.5,"M"
2009-12-01,"Employment 16-24 (%)",44.2,"M"
2010-01-01,"Employment 16-24 (%)",43.6,"M"
2010-02-01,"Employment 16-24 (%)",44.3,"M"
2010-03-01,"Employment 16-24 (%)",44.8,"M"
2010-04-01,"Employment 16-24 (%)",44.9,"M"
2010-05-01,"Employment 16-24 (%)",45.6,"M"
2010-06-01,"Employment 16-24 (%)",44.6,"M"
2010-07-01,"Employment 16-24 (%)",45,"M"
2010-08-01,"Employment 16-24 (%)",45.6,"M"
2010-09-01,"Employment 16-24 (%)",44.9,"M"
2010-10-01,"Employment 16-24 (%)",45,"M"
2010-11-01,"Employment 16-24 (%)",45.3,"M"
2010-12-01,"Employment 16-24 (%)",45.3,"M"
2011-01-01,"Employment 16-24 (%)",46.2,"M"
2011-02-01,"Employment 16-24 (%)",45.8,"M"
2011-03-01,"Employment 16-24 (%)",45.7,"M"
2011-04-01,"Employment 16-24 (%)",45.2,"M"
2011-05-01,"Employment 16-24 (%)",45.4,"M"
2011-06-01,"Employment 16-24 (%)",45.7,"M"
2011-07-01,"Employment 16-24 (%)",45.4,"M"
2011-08-01,"Employment 16-24 (%)",46.1,"M"
2011-09-01,"Employment 16-24 (%)",46.2,"M"
2011-10-01,"Employment 16-24 (%)",47,"M"
2011-11-01,"Employment 16-24 (%)",46.5,"M"
2011-12-01,"Employment 16-24 (%)",46.9,"M"
2012-01-01,"Employment 16-24 (%)",46.6,"M"
2012-02-01,"Employment 16-24 (%)",45.6,"M"
2012-03-01,"Employment 16-24 (%)",46.2,"M"
2012-04-01,"Employment 16-24 (%)",46.4,"M"
2012-05-01,"Employment 16-24 (%)",46.6,"M"
2012-06-01,"Employment 16-24 (%)",46.6,"M"
2012-07-01,"Employment 16-24 (%)",46.9,"M"
2012-08-01,"Employment 16-24 (%)",45.5,"M"
2012-09-01,"Employment 16-24 (%)",46.6,"M"
2012-10-01,"Employment 16-24 (%)",47.3,"M"
2012-11-01,"Employment 16-24 (%)",47.4,"M"
2012-12-01,"Employment 16-24 (%)",46.8,"M"
2013-01-01,"Employment 16-24 (%)",47.1,"M"
2013-02-01,"Employment 16-24 (%)",46.8,"M"
2013-03-01,"Employment 16-24 (%)",46.4,"M"
2013-04-01,"Employment 16-24 (%)",46.4,"M"
2013-05-01,"Employment 16-24 (%)",46.4,"M"
2013-06-01,"Employment 16-24 (%)",46.7,"M"
2013-07-01,"Employment 16-24 (%)",46.8,"M"
2013-08-01,"Employment 16-24 (%)",46.6,"M"
2013-09-01,"Employment 16-24 (%)",47.8,"M"
2013-10-01,"Employment 16-24 (%)",47,"M"
2013-11-01,"Employment 16-24 (%)",47.4,"M"
2013-12-01,"Employment 16-24 (%)",47.9,"M"
2014-01-01,"Employment 16-24 (%)",47,"M"
2014-02-01,"Employment 16-24 (%)",45.9,"M"
2014-03-01,"Employment 16-24 (%)",48.2,"M"
2014-04-01,"Employment 16-24 (%)",47.9,"M"
2014-05-01,"Employment 16-24 (%)",47.9,"M"
2014-06-01,"Employment 16-24 (%)",48.1,"M"
2014-07-01,"Employment 16-24 (%)",48.6,"M"
2014-08-01,"Employment 16-24 (%)",48.2,"M"
2014-09-01,"Employment 16-24 (%)",48.3,"M"
2014-10-01,"Employment 16-24 (%)",50,"M"
2014-11-01,"Employment 16-24 (%)",49.4,"M"
2014-12-01,"Employment 16-24 (%)",49,"M"
2015-01-01,"Employment 16-24 (%)",49,"M"
2015-02-01,"Employment 16-24 (%)",49.5,"M"
2015-03-01,"Employment 16-24 (%)",48.2,"M"
2015-04-01,"Employment 16-24 (%)",48.9,"M"
2015-05-01,"Employment 16-24 (%)",49.3,"M"
2015-06-01,"Employment 16-24 (%)",48.3,"M"
2015-07-01,"Employment 16-24 (%)",48.9,"M"
2015-08-01,"Employment 16-24 (%)",49.3,"M"
2015-09-01,"Employment 16-24 (%)",48.9,"M"
2015-10-01,"Employment 16-24 (%)",49.5,"M"
2015-11-01,"Employment 16-24 (%)",48.8,"M"
2015-12-01,"Employment 16-24 (%)",49.8,"M"
2016-01-01,"Employment 16-24 (%)",49.3,"M"
2016-02-01,"Employment 16-24 (%)",50.1,"M"
2016-03-01,"Employment 16-24 (%)",49.9,"M"
2016-04-01,"Employment 16-24 (%)",49.8,"M"
2016-05-01,"Employment 16-24 (%)",50,"M"
2016-06-01,"Employment 16-24 (%)",50.1,"M"
2016-07-01,"Employment 16-24 (%)",50,"M"
2016-08-01,"Employment 16-24 (%)",50.6,"M"
2016-09-01,"Employment 16-24 (%)",50.3,"M"
2016-10-01,"Employment 16-24 (%)",49.9,"M"
2016-11-01,"Employment 16-24 (%)",50.2,"M"
2016-12-01,"Employment 16-24 (%)",50.6,"M"
2017-01-01,"Employment 16-24 (%)",50.6,"M"
2017-02-01,"Employment 16-24 (%)",50.8,"M"
2017-03-01,"Employment 16-24 (%)",51,"M"
2017-04-01,"Employment 16-24 (%)",51.2,"M"
2017-05-01,"Employment 16-24 (%)",51.3,"M"
2017-06-01,"Employment 16-24 (%)",51,"M"
2017-07-01,"Employment 16-24 (%)",51,"M"
2017-08-01,"Employment 16-24 (%)",51.4,"M"
2017-09-01,"Employment 16-24 (%)",51.2,"M"
2017-10-01,"Employment 16-24 (%)",50.4,"M"
2017-11-01,"Employment 16-24 (%)",49.5,"M"
2017-12-01,"Employment 16-24 (%)",50.1,"M"
2018-01-01,"Employment 16-24 (%)",51.4,"M"
2018-02-01,"Employment 16-24 (%)",51.6,"M"
2018-03-01,"Employment 16-24 (%)",52.2,"M"
2018-04-01,"Employment 16-24 (%)",51.1,"M"
2018-05-01,"Employment 16-24 (%)",50.6,"M"
2018-06-01,"Employment 16-24 (%)",50.7,"M"
2018-07-01,"Employment 16-24 (%)",50.2,"M"
2018-08-01,"Employment 16-24 (%)",49.3,"M"
2018-09-01,"Employment 16-24 (%)",50.1,"M"
2018-10-01,"Employment 16-24 (%)",49.8,"M"
2018-11-01,"Employment 16-24 (%)",50.1,"M"
2018-12-01,"Employment 16-24 (%)",50.1,"M"
2019-01-01,"Employment 16-24 (%)",50.7,"M"
2019-02-01,"Employment 16-24 (%)",50.4,"M"
2019-03-01,"Employment 16-24 (%)",50.8,"M"
2019-04-01,"Employment 16-24 (%)",50.7,"M"
2019-05-01,"Employment 16-24 (%)",51.4,"M"
2019-06-01,"Employment 16-24 (%)",52.2,"M"
2019-07-01,"Employment 16-24 (%)",52,"M"
2019-08-01,"Employment 16-24 (%)",51,"M"
2019-09-01,"Employment 16-24 (%)",51.7,"M"
2019-10-01,"Employment 16-24 (%)",51.2,"M"
2019-11-01,"Employment 16-24 (%)",51.4,"M"
2019-12-01,"Employment 16-24 (%)",51.5,"M"
2020-01-01,"Employment 16-24 (%)",52.4,"M"
2020-02-01,"Employment 16-24 (%)",53,"M"
2020-03-01,"Employment 16-24 (%)",49.7,"M"
2020-04-01,"Employment 16-24 (%)",37.7,"M"
2020-05-01,"Employment 16-24 (%)",39.7,"M"
2020-06-01,"Employment 16-24 (%)",42,"M"
2020-07-01,"Employment 16-24 (%)",43.4,"M"
2020-08-01,"Employment 16-24 (%)",46.2,"M"
2020-09-01,"Employment 16-24 (%)",47.5,"M"
2020-10-01,"Employment 16-24 (%)",49.2,"M"
2020-11-01,"Employment 16-24 (%)",48.9,"M"
2020-12-01,"Employment 16-24 (%)",48.6,"M"
2021-01-01,"Employment 16-24 (%)",49.9,"M"
2021-02-01,"Employment 16-24 (%)",49.6,"M"
2021-03-01,"Employment 16-24 (%)",49.3,"M"
2021-04-01,"Employment 16-24 (%)",50.5,"M"
2021-05-01,"Employment 16-24 (%)",50.4,"M"
2021-06-01,"Employment 16-24 (%)",50,"M"
2021-07-01,"Employment 16-24 (%)",50,"M"
2021-08-01,"Employment 16-24 (%)",50.4,"M"
2021-09-01,"Employment 16-24 (%)",50.7,"M"
2021-10-01,"Employment 16-24 (%)",51.6,"M"
2021-11-01,"Employment 16-24 (%)",52.5,"M"
2021-12-01,"Employment 16-24 (%)",51.9,"M"
2022-01-01,"Employment 16-24 (%)",51.4,"M"
2022-02-01,"Employment 16-24 (%)",51.7,"M"
2022-03-01,"Employment 16-24 (%)",51.9,"M"
2022-04-01,"Employment 16-24 (%)",51,"M"
2022-05-01,"Employment 16-24 (%)",51.5,"M"
2022-06-01,"Employment 16-24 (%)",52,"M"
2022-07-01,"Employment 16-24 (%)",51.1,"M"
2022-08-01,"Employment 16-24 (%)",50.9,"M"
1948-01-01,"Employment 16-24 (%)",42.8,"F"
1948-02-01,"Employment 16-24 (%)",42.4,"F"
1948-03-01,"Employment 16-24 (%)",41.7,"F"
1948-04-01,"Employment 16-24 (%)",42,"F"
1948-05-01,"Employment 16-24 (%)",41,"F"
1948-06-01,"Employment 16-24 (%)",42.2,"F"
1948-07-01,"Employment 16-24 (%)",40.6,"F"
1948-08-01,"Employment 16-24 (%)",40.6,"F"
1948-09-01,"Employment 16-24 (%)",40.9,"F"
1948-10-01,"Employment 16-24 (%)",40,"F"
1948-11-01,"Employment 16-24 (%)",40.2,"F"
1948-12-01,"Employment 16-24 (%)",41,"F"
1949-01-01,"Employment 16-24 (%)",39.6,"F"
1949-02-01,"Employment 16-24 (%)",40.7,"F"
1949-03-01,"Employment 16-24 (%)",42.6,"F"
1949-04-01,"Employment 16-24 (%)",39.4,"F"
1949-05-01,"Employment 16-24 (%)",40.2,"F"
1949-06-01,"Employment 16-24 (%)",38.8,"F"
1949-07-01,"Employment 16-24 (%)",39.6,"F"
1949-08-01,"Employment 16-24 (%)",39.9,"F"
1949-09-01,"Employment 16-24 (%)",39.6,"F"
1949-10-01,"Employment 16-24 (%)",40,"F"
1949-11-01,"Employment 16-24 (%)",40,"F"
1949-12-01,"Employment 16-24 (%)",39.9,"F"
1950-01-01,"Employment 16-24 (%)",39.7,"F"
1950-02-01,"Employment 16-24 (%)",39.7,"F"
1950-03-01,"Employment 16-24 (%)",38.8,"F"
1950-04-01,"Employment 16-24 (%)",40.2,"F"
1950-05-01,"Employment 16-24 (%)",39.3,"F"
1950-06-01,"Employment 16-24 (%)",38.7,"F"
1950-07-01,"Employment 16-24 (%)",37.9,"F"
1950-08-01,"Employment 16-24 (%)",40.5,"F"
1950-09-01,"Employment 16-24 (%)",40.8,"F"
1950-10-01,"Employment 16-24 (%)",42.1,"F"
1950-11-01,"Employment 16-24 (%)",41.6,"F"
1950-12-01,"Employment 16-24 (%)",41.8,"F"
1951-01-01,"Employment 16-24 (%)",42.4,"F"
1951-02-01,"Employment 16-24 (%)",41.8,"F"
1951-03-01,"Employment 16-24 (%)",42.9,"F"
1951-04-01,"Employment 16-24 (%)",41.8,"F"
1951-05-01,"Employment 16-24 (%)",42.9,"F"
1951-06-01,"Employment 16-24 (%)",42.1,"F"
1951-07-01,"Employment 16-24 (%)",43,"F"
1951-08-01,"Employment 16-24 (%)",42.1,"F"
1951-09-01,"Employment 16-24 (%)",41,"F"
1951-10-01,"Employment 16-24 (%)",41.8,"F"
1951-11-01,"Employment 16-24 (%)",41.4,"F"
1951-12-01,"Employment 16-24 (%)",42.7,"F"
1952-01-01,"Employment 16-24 (%)",41.9,"F"
1952-02-01,"Employment 16-24 (%)",41.1,"F"
1952-03-01,"Employment 16-24 (%)",40.5,"F"
1952-04-01,"Employment 16-24 (%)",41.4,"F"
1952-05-01,"Employment 16-24 (%)",40.8,"F"
1952-06-01,"Employment 16-24 (%)",42,"F"
1952-07-01,"Employment 16-24 (%)",40.4,"F"
1952-08-01,"Employment 16-24 (%)",40.5,"F"
1952-09-01,"Employment 16-24 (%)",41.3,"F"
1952-10-01,"Employment 16-24 (%)",40,"F"
1952-11-01,"Employment 16-24 (%)",41.4,"F"
1952-12-01,"Employment 16-24 (%)",40.7,"F"
1953-01-01,"Employment 16-24 (%)",41.3,"F"
1953-02-01,"Employment 16-24 (%)",42.6,"F"
1953-03-01,"Employment 16-24 (%)",42.3,"F"
1953-04-01,"Employment 16-24 (%)",41.7,"F"
1953-05-01,"Employment 16-24 (%)",41.5,"F"
1953-06-01,"Employment 16-24 (%)",41.4,"F"
1953-07-01,"Employment 16-24 (%)",40.8,"F"
1953-08-01,"Employment 16-24 (%)",40.3,"F"
1953-09-01,"Employment 16-24 (%)",40.5,"F"
1953-10-01,"Employment 16-24 (%)",38.9,"F"
1953-11-01,"Employment 16-24 (%)",38,"F"
1953-12-01,"Employment 16-24 (%)",37,"F"
1954-01-01,"Employment 16-24 (%)",37.6,"F"
1954-02-01,"Employment 16-24 (%)",38.5,"F"
1954-03-01,"Employment 16-24 (%)",40.6,"F"
1954-04-01,"Employment 16-24 (%)",39,"F"
1954-05-01,"Employment 16-24 (%)",38.4,"F"
1954-06-01,"Employment 16-24 (%)",38.3,"F"
1954-07-01,"Employment 16-24 (%)",37.8,"F"
1954-08-01,"Employment 16-24 (%)",38.4,"F"
1954-09-01,"Employment 16-24 (%)",39.3,"F"
1954-10-01,"Employment 16-24 (%)",39.4,"F"
1954-11-01,"Employment 16-24 (%)",39,"F"
1954-12-01,"Employment 16-24 (%)",37.7,"F"
1955-01-01,"Employment 16-24 (%)",38.5,"F"
1955-02-01,"Employment 16-24 (%)",37.9,"F"
1955-03-01,"Employment 16-24 (%)",38.2,"F"
1955-04-01,"Employment 16-24 (%)",38.7,"F"
1955-05-01,"Employment 16-24 (%)",38.6,"F"
1955-06-01,"Employment 16-24 (%)",38.3,"F"
1955-07-01,"Employment 16-24 (%)",39.7,"F"
1955-08-01,"Employment 16-24 (%)",40.1,"F"
1955-09-01,"Employment 16-24 (%)",39.9,"F"
1955-10-01,"Employment 16-24 (%)",40.4,"F"
1955-11-01,"Employment 16-24 (%)",41.7,"F"
1955-12-01,"Employment 16-24 (%)",42.5,"F"
1956-01-01,"Employment 16-24 (%)",39.7,"F"
1956-02-01,"Employment 16-24 (%)",40.2,"F"
1956-03-01,"Employment 16-24 (%)",39.3,"F"
1956-04-01,"Employment 16-24 (%)",40.3,"F"
1956-05-01,"Employment 16-24 (%)",40.5,"F"
1956-06-01,"Employment 16-24 (%)",40.9,"F"
1956-07-01,"Employment 16-24 (%)",40.8,"F"
1956-08-01,"Employment 16-24 (%)",41,"F"
1956-09-01,"Employment 16-24 (%)",41.1,"F"
1956-10-01,"Employment 16-24 (%)",41.1,"F"
1956-11-01,"Employment 16-24 (%)",41,"F"
1956-12-01,"Employment 16-24 (%)",41.5,"F"
1957-01-01,"Employment 16-24 (%)",41.2,"F"
1957-02-01,"Employment 16-24 (%)",40.6,"F"
1957-03-01,"Employment 16-24 (%)",41.1,"F"
1957-04-01,"Employment 16-24 (%)",40.3,"F"
1957-05-01,"Employment 16-24 (%)",40,"F"
1957-06-01,"Employment 16-24 (%)",40.1,"F"
1957-07-01,"Employment 16-24 (%)",40.7,"F"
1957-08-01,"Employment 16-24 (%)",39.4,"F"
1957-09-01,"Employment 16-24 (%)",40.2,"F"
1957-10-01,"Employment 16-24 (%)",39.8,"F"
1957-11-01,"Employment 16-24 (%)",39.5,"F"
1957-12-01,"Employment 16-24 (%)",39.5,"F"
1958-01-01,"Employment 16-24 (%)",38.4,"F"
1958-02-01,"Employment 16-24 (%)",38.6,"F"
1958-03-01,"Employment 16-24 (%)",38.5,"F"
1958-04-01,"Employment 16-24 (%)",37.9,"F"
1958-05-01,"Employment 16-24 (%)",39.2,"F"
1958-06-01,"Employment 16-24 (%)",38.5,"F"
1958-07-01,"Employment 16-24 (%)",37.5,"F"
1958-08-01,"Employment 16-24 (%)",38.3,"F"
1958-09-01,"Employment 16-24 (%)",37.9,"F"
1958-10-01,"Employment 16-24 (%)",38.3,"F"
1958-11-01,"Employment 16-24 (%)",37.5,"F"
1958-12-01,"Employment 16-24 (%)",37.4,"F"
1959-01-01,"Employment 16-24 (%)",37.9,"F"
1959-02-01,"Employment 16-24 (%)",37.4,"F"
1959-03-01,"Employment 16-24 (%)",37.5,"F"
1959-04-01,"Employment 16-24 (%)",37.7,"F"
1959-05-01,"Employment 16-24 (%)",37.1,"F"
1959-06-01,"Employment 16-24 (%)",37.1,"F"
1959-07-01,"Employment 16-24 (%)",36.9,"F"
1959-08-01,"Employment 16-24 (%)",37.4,"F"
1959-09-01,"Employment 16-24 (%)",37.5,"F"
1959-10-01,"Employment 16-24 (%)",37.5,"F"
1959-11-01,"Employment 16-24 (%)",37.3,"F"
1959-12-01,"Employment 16-24 (%)",37.9,"F"
1960-01-01,"Employment 16-24 (%)",37.3,"F"
1960-02-01,"Employment 16-24 (%)",38.1,"F"
1960-03-01,"Employment 16-24 (%)",37.8,"F"
1960-04-01,"Employment 16-24 (%)",38.8,"F"
1960-05-01,"Employment 16-24 (%)",39.4,"F"
1960-06-01,"Employment 16-24 (%)",40.1,"F"
1960-07-01,"Employment 16-24 (%)",38.8,"F"
1960-08-01,"Employment 16-24 (%)",37.4,"F"
1960-09-01,"Employment 16-24 (%)",38.2,"F"
1960-10-01,"Employment 16-24 (%)",37.7,"F"
1960-11-01,"Employment 16-24 (%)",37.5,"F"
1960-12-01,"Employment 16-24 (%)",37.4,"F"
1961-01-01,"Employment 16-24 (%)",37.3,"F"
1961-02-01,"Employment 16-24 (%)",38.4,"F"
1961-03-01,"Employment 16-24 (%)",39.1,"F"
1961-04-01,"Employment 16-24 (%)",37.9,"F"
1961-05-01,"Employment 16-24 (%)",37.2,"F"
1961-06-01,"Employment 16-24 (%)",37.9,"F"
1961-07-01,"Employment 16-24 (%)",37.2,"F"
1961-08-01,"Employment 16-24 (%)",38.2,"F"
1961-09-01,"Employment 16-24 (%)",37.5,"F"
1961-10-01,"Employment 16-24 (%)",37.7,"F"
1961-11-01,"Employment 16-24 (%)",38.9,"F"
1961-12-01,"Employment 16-24 (%)",37.6,"F"
1962-01-01,"Employment 16-24 (%)",37.4,"F"
1962-02-01,"Employment 16-24 (%)",37.1,"F"
1962-03-01,"Employment 16-24 (%)",37,"F"
1962-04-01,"Employment 16-24 (%)",38.1,"F"
1962-05-01,"Employment 16-24 (%)",38.6,"F"
1962-06-01,"Employment 16-24 (%)",39.8,"F"
1962-07-01,"Employment 16-24 (%)",38.6,"F"
1962-08-01,"Employment 16-24 (%)",39,"F"
1962-09-01,"Employment 16-24 (%)",38.3,"F"
1962-10-01,"Employment 16-24 (%)",38.7,"F"
1962-11-01,"Employment 16-24 (%)",38.3,"F"
1962-12-01,"Employment 16-24 (%)",38.1,"F"
1963-01-01,"Employment 16-24 (%)",38.4,"F"
1963-02-01,"Employment 16-24 (%)",38.4,"F"
1963-03-01,"Employment 16-24 (%)",38,"F"
1963-04-01,"Employment 16-24 (%)",37.9,"F"
1963-05-01,"Employment 16-24 (%)",37.8,"F"
1963-06-01,"Employment 16-24 (%)",37.1,"F"
1963-07-01,"Employment 16-24 (%)",37.4,"F"
1963-08-01,"Employment 16-24 (%)",37.2,"F"
1963-09-01,"Employment 16-24 (%)",37.4,"F"
1963-10-01,"Employment 16-24 (%)",37.3,"F"
1963-11-01,"Employment 16-24 (%)",36.7,"F"
1963-12-01,"Employment 16-24 (%)",37.2,"F"
1964-01-01,"Employment 16-24 (%)",37.8,"F"
1964-02-01,"Employment 16-24 (%)",38.8,"F"
1964-03-01,"Employment 16-24 (%)",38.4,"F"
1964-04-01,"Employment 16-24 (%)",38.3,"F"
1964-05-01,"Employment 16-24 (%)",37.7,"F"
1964-06-01,"Employment 16-24 (%)",37.5,"F"
1964-07-01,"Employment 16-24 (%)",37.6,"F"
1964-08-01,"Employment 16-24 (%)",38.3,"F"
1964-09-01,"Employment 16-24 (%)",38.8,"F"
1964-10-01,"Employment 16-24 (%)",38.1,"F"
1964-11-01,"Employment 16-24 (%)",38.6,"F"
1964-12-01,"Employment 16-24 (%)",37.9,"F"
1965-01-01,"Employment 16-24 (%)",37.2,"F"
1965-02-01,"Employment 16-24 (%)",37.2,"F"
1965-03-01,"Employment 16-24 (%)",38.1,"F"
1965-04-01,"Employment 16-24 (%)",38.4,"F"
1965-05-01,"Employment 16-24 (%)",38.8,"F"
1965-06-01,"Employment 16-24 (%)",38.6,"F"
1965-07-01,"Employment 16-24 (%)",39.5,"F"
1965-08-01,"Employment 16-24 (%)",39.4,"F"
1965-09-01,"Employment 16-24 (%)",40.2,"F"
1965-10-01,"Employment 16-24 (%)",40.7,"F"
1965-11-01,"Employment 16-24 (%)",40.5,"F"
1965-12-01,"Employment 16-24 (%)",41.2,"F"
1966-01-01,"Employment 16-24 (%)",41,"F"
1966-02-01,"Employment 16-24 (%)",40.9,"F"
1966-03-01,"Employment 16-24 (%)",40.6,"F"
1966-04-01,"Employment 16-24 (%)",41.3,"F"
1966-05-01,"Employment 16-24 (%)",41.8,"F"
1966-06-01,"Employment 16-24 (%)",42,"F"
1966-07-01,"Employment 16-24 (%)",41.8,"F"
1966-08-01,"Employment 16-24 (%)",42.2,"F"
1966-09-01,"Employment 16-24 (%)",41.6,"F"
1966-10-01,"Employment 16-24 (%)",42.2,"F"
1966-11-01,"Employment 16-24 (%)",43.1,"F"
1966-12-01,"Employment 16-24 (%)",43.7,"F"
1967-01-01,"Employment 16-24 (%)",42.5,"F"
1967-02-01,"Employment 16-24 (%)",42.5,"F"
1967-03-01,"Employment 16-24 (%)",42.6,"F"
1967-04-01,"Employment 16-24 (%)",43.2,"F"
1967-05-01,"Employment 16-24 (%)",42.7,"F"
1967-06-01,"Employment 16-24 (%)",43,"F"
1967-07-01,"Employment 16-24 (%)",42.9,"F"
1967-08-01,"Employment 16-24 (%)",42.9,"F"
1967-09-01,"Employment 16-24 (%)",42.7,"F"
1967-10-01,"Employment 16-24 (%)",42.8,"F"
1967-11-01,"Employment 16-24 (%)",43.9,"F"
1967-12-01,"Employment 16-24 (%)",44.1,"F"
1968-01-01,"Employment 16-24 (%)",43.4,"F"
1968-02-01,"Employment 16-24 (%)",43.5,"F"
1968-03-01,"Employment 16-24 (%)",43.7,"F"
1968-04-01,"Employment 16-24 (%)",43.5,"F"
1968-05-01,"Employment 16-24 (%)",43.8,"F"
1968-06-01,"Employment 16-24 (%)",43.9,"F"
1968-07-01,"Employment 16-24 (%)",44,"F"
